CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT,RANDOM,crop type1,soil type1,weather condition1,region1
CITRUS,DRY,SEMI ARID,30-40,SUNNY,8.6,0.091393986,6,1,4,3
RICE,WET,SEMI ARID,40-50,SUNNY,13,0.43988801,9,2,4,3
TOMATO,HUMID,SEMI ARID,40-50,WINDY,8.14,0.646889177,1,3,2,3
SUGARCANE,DRY,SEMI HUMID,20-30,NORMAL,9.5,0.413151816,10,1,1,2
BANANA,DRY,DESERT,30-40,RAINY,2.75,0.19943334,13,1,3,4
CABBAGE,WET,SEMI ARID,40-50,NORMAL,5.83,0.61330449,14,2,1,3
TOMATO,HUMID,DESERT,13-20,WINDY,5.68,0.47000726,1,3,2,4
BANANA,DRY,DESERT,30-40,SUNNY,12.25,0.262463077,13,1,4,4
BANANA,DRY,HUMID,20-30,WINDY,7.6,0.450194594,13,1,2,1
ONION,DRY,DESERT,40-50,SUNNY,8.75,0.040457701,4,1,4,4
CABBAGE,WET,SEMI HUMID,20-30,NORMAL,3.16,0.718928916,14,2,1,2
SOYABEAN,WET,DESERT,13-20,SUNNY,5.6,0.69488363,3,2,4,4
CABBAGE,WET,DESERT,13-20,SUNNY,4.8,0.12084124,14,2,4,4
MAIZE,HUMID,SEMI HUMID,13-20,RAINY,0.1,0.156718883,7,3,3,2
RICE,HUMID,HUMID,30-40,WINDY,10,0.076291464,9,3,2,1
TOMATO,WET,SEMI ARID,40-50,SUNNY,7.56,0.402785016,1,2,4,3
BEAN,DRY,SEMI HUMID,20-30,SUNNY,8,0.578291321,15,1,4,2
WHEAT,DRY,SEMI ARID,13-20,NORMAL,9.6,0.459066558,8,1,1,3
MAIZE,HUMID,DESERT,40-50,RAINY,0.8,0.455092123,7,3,3,4
MELON,WET,DESERT,20-30,RAINY,0.2,0.162214378,2,2,3,4
MUSTARD,HUMID,DESERT,40-50,WINDY,8.68,0.917792079,11,3,2,4
TOMATO,WET,SEMI ARID,20-30,SUNNY,5.56,0.278516499,1,2,4,3
POTATO,HUMID,HUMID,20-30,NORMAL,4.65,0.637677762,12,3,1,1
RICE,DRY,SEMI ARID,13-20,SUNNY,17,0.771167759,9,1,4,3
POTATO,WET,HUMID,30-40,RAINY,0.2,0.051676656,12,2,3,1
RICE,DRY,DESERT,13-20,NORMAL,17,0.247446269,9,1,1,4
MELON,DRY,SEMI HUMID,40-50,NORMAL,7.86,0.920499174,2,1,1,2
SOYABEAN,WET,SEMI HUMID,20-30,SUNNY,5.1,0.328877164,3,2,4,2
MELON,HUMID,SEMI HUMID,13-20,RAINY,0.1,0.252364662,2,3,3,2
WHEAT,DRY,SEMI HUMID,20-30,WINDY,10.5,0.081926082,8,1,2,2
WHEAT,DRY,SEMI HUMID,13-20,NORMAL,8.4,0.11442408,8,1,1,2
BANANA,HUMID,SEMI HUMID,30-40,WINDY,7.5,0.103662865,13,3,2,2
TOMATO,WET,DESERT,40-50,SUNNY,8.1,0.005440518,1,2,4,4
MAIZE,WET,SEMI HUMID,20-30,WINDY,4.34,0.499033795,7,2,2,2
ONION,DRY,DESERT,40-50,WINDY,8.25,0.940071883,4,1,2,4
POTATO,WET,SEMI HUMID,30-40,NORMAL,5.54,0.141978169,12,2,1,2
MAIZE,WET,HUMID,13-20,WINDY,2.5,0.945091836,7,2,2,1
BANANA,DRY,HUMID,30-40,SUNNY,8.18,0.107564821,13,1,4,1
POTATO,HUMID,SEMI HUMID,40-50,WINDY,8.5,0.475699951,12,3,2,2
MUSTARD,DRY,HUMID,30-40,RAINY,0.3,0.938601215,11,1,3,1
CABBAGE,WET,SEMI HUMID,20-30,WINDY,4.16,0.243600735,14,2,2,2
ONION,WET,SEMI ARID,13-20,NORMAL,3.625,0.595533311,4,2,1,3
CABBAGE,DRY,HUMID,13-20,NORMAL,3.6,0.711862746,14,1,1,1
BEAN,HUMID,HUMID,20-30,SUNNY,5.2,0.390368121,15,3,4,1
RICE,WET,SEMI ARID,20-30,WINDY,10.5,0.254056726,9,2,2,3
SUGARCANE,WET,SEMI ARID,13-20,RAINY,0.3,0.143716271,10,2,3,3
MAIZE,DRY,SEMI HUMID,40-50,NORMAL,7.86,0.080359036,7,1,1,2
MAIZE,WET,SEMI ARID,40-50,SUNNY,7.56,0.435674478,7,2,4,3
COTTON,WET,HUMID,13-20,RAINY,0.1,0.079532131,5,2,3,1
BEAN,WET,DESERT,30-40,RAINY,0.5,0.764666962,15,2,3,4
CABBAGE,HUMID,HUMID,13-20,WINDY,3.3,0.910960394,14,3,2,1
CABBAGE,WET,SEMI HUMID,40-50,SUNNY,6.66,0.337178273,14,2,4,2
WHEAT,DRY,DESERT,20-30,WINDY,12.5,0.200520825,8,1,2,4
TOMATO,HUMID,HUMID,13-20,WINDY,3.52,0.890206327,1,3,2,1
COTTON,WET,DESERT,20-30,RAINY,0.3,0.127601251,5,2,3,4
CABBAGE,HUMID,SEMI HUMID,30-40,NORMAL,5.1,0.100220785,14,3,1,2
MUSTARD,DRY,SEMI HUMID,20-30,WINDY,6.86,0.249745738,11,1,2,2
RICE,WET,HUMID,13-20,RAINY,0.2,0.743974109,9,2,3,1
MAIZE,WET,SEMI ARID,20-30,WINDY,5.06,0.200306483,7,2,2,3
BANANA,HUMID,DESERT,30-40,WINDY,9.6,0.591706845,13,3,2,4
WHEAT,HUMID,HUMID,20-30,SUNNY,6.8,0.900763216,8,3,4,1
COTTON,HUMID,SEMI HUMID,13-20,SUNNY,6.39,0.380227842,5,3,4,2
POTATO,DRY,HUMID,30-40,RAINY,0.8,0.04436638,12,1,3,1
BANANA,DRY,HUMID,40-50,WINDY,9.65,0.419718706,13,1,2,1
BANANA,HUMID,SEMI HUMID,30-40,SUNNY,8.1,0.87358661,13,3,4,2
MAIZE,DRY,DESERT,20-30,NORMAL,7.12,0.009979562,7,1,1,4
CABBAGE,DRY,HUMID,40-50,WINDY,7.6,0.159392174,14,1,2,1
MAIZE,HUMID,SEMI HUMID,20-30,RAINY,0.2,0.156343332,7,3,3,2
SUGARCANE,DRY,DESERT,30-40,NORMAL,12.4,0.083377729,10,1,1,4
MELON,DRY,SEMI HUMID,13-20,WINDY,5.86,0.716835939,2,1,2,2
COTTON,DRY,HUMID,13-20,WINDY,6.6,0.412900515,5,1,2,1
TOMATO,WET,SEMI HUMID,20-30,RAINY,0.1,0.215351249,1,2,3,2
SUGARCANE,DRY,SEMI HUMID,20-30,SUNNY,11,0.936279164,10,1,4,2
BANANA,WET,DESERT,40-50,NORMAL,8.15,0.78132563,13,2,1,4
BANANA,WET,HUMID,40-50,SUNNY,6.65,0.342717976,13,2,4,1
WHEAT,HUMID,SEMI HUMID,13-20,SUNNY,7.38,0.254027221,8,3,4,2
BANANA,DRY,SEMI HUMID,13-20,WINDY,7.8,0.553506158,13,1,2,2
CABBAGE,HUMID,SEMI HUMID,30-40,RAINY,0.3,0.925380558,14,3,3,2
COTTON,WET,HUMID,13-20,SUNNY,3.56,0.495245868,5,2,4,1
MAIZE,WET,SEMI ARID,13-20,NORMAL,3.06,0.719076303,7,2,1,3
RICE,HUMID,SEMI HUMID,40-50,SUNNY,14,0.020637694,9,3,4,2
SOYABEAN,DRY,DESERT,20-30,NORMAL,7.9,0.446270863,3,1,1,4
MUSTARD,HUMID,SEMI HUMID,30-40,SUNNY,6.92,0.347871696,11,3,4,2
BEAN,WET,SEMI ARID,20-30,RAINY,0.2,0.783494371,15,2,3,3
SUGARCANE,DRY,DESERT,40-50,NORMAL,13.6,0.381160453,10,1,1,4
BEAN,HUMID,SEMI HUMID,13-20,RAINY,0.1,0.892578062,15,3,3,2
RICE,DRY,SEMI HUMID,13-20,NORMAL,13.5,0.749073417,9,1,1,2
BEAN,HUMID,HUMID,40-50,NORMAL,5.8,0.731633181,15,3,1,1
MELON,WET,SEMI HUMID,30-40,SUNNY,5.84,0.367867051,2,2,4,2
SUGARCANE,WET,HUMID,20-30,NORMAL,3.48,0.803531428,10,2,1,1
CABBAGE,DRY,SEMI HUMID,13-20,RAINY,0.2,0.377362618,14,1,3,2
MUSTARD,WET,SEMI HUMID,13-20,RAINY,0.1,0.472407409,11,2,3,2
SOYABEAN,WET,DESERT,40-50,RAINY,0.8,0.929646818,3,2,3,4
MAIZE,HUMID,HUMID,40-50,WINDY,6.52,0.04960232,7,3,2,1
COTTON,WET,DESERT,13-20,RAINY,0.2,0.486609017,5,2,3,4
MELON,WET,HUMID,30-40,NORMAL,3.44,0.288825694,2,2,1,1
COTTON,HUMID,HUMID,30-40,SUNNY,6.5,0.341493439,5,3,4,1
MAIZE,WET,DESERT,40-50,SUNNY,8.1,0.440719863,7,2,4,4
WHEAT,HUMID,DESERT,13-20,RAINY,0.1,0.783926943,8,3,3,4
COTTON,WET,SEMI ARID,13-20,NORMAL,4.37,0.269842163,5,2,1,3
MUSTARD,HUMID,HUMID,13-20,NORMAL,2.52,0.123345471,11,3,1,1
TOMATO,DRY,SEMI HUMID,30-40,RAINY,0.5,0.818870627,1,1,3,2
MAIZE,WET,SEMI ARID,13-20,RAINY,0.1,0.830860683,7,2,3,3
SOYABEAN,WET,SEMI ARID,13-20,NORMAL,3.5,0.48459074,3,2,1,3
ONION,DRY,SEMI ARID,40-50,NORMAL,7.125,0.433822854,4,1,1,3
SOYABEAN,DRY,SEMI ARID,13-20,RAINY,0.8,0.310573869,3,1,3,3
SUGARCANE,DRY,SEMI HUMID,13-20,RAINY,0.4,0.932358436,10,1,3,2
MELON,HUMID,SEMI HUMID,20-30,SUNNY,5.92,0.79580039,2,3,4,2
BEAN,HUMID,SEMI HUMID,30-40,RAINY,0.3,0.443868135,15,3,3,2
SUGARCANE,WET,DESERT,20-30,WINDY,8.2,0.462214864,10,2,2,4
WHEAT,DRY,HUMID,30-40,RAINY,0.85,0.027763231,8,1,3,1
ONION,DRY,SEMI ARID,20-30,SUNNY,6.625,0.764798299,4,1,4,3
CABBAGE,HUMID,SEMI ARID,13-20,NORMAL,3.7,0.161289829,14,3,1,3
ONION,DRY,SEMI HUMID,40-50,WINDY,7.375,0.29120605,4,1,2,2
MAIZE,HUMID,DESERT,30-40,WINDY,7.68,0.128711618,7,3,2,4
CABBAGE,WET,SEMI ARID,20-30,RAINY,0.1,0.453377431,14,2,3,3
SUGARCANE,WET,DESERT,13-20,RAINY,0.5,0.331334217,10,2,3,4
ONION,WET,SEMI ARID,30-40,WINDY,0.2,0.699565597,4,2,2,3
TOMATO,WET,HUMID,13-20,SUNNY,3,0.583126252,1,2,4,1
ONION,WET,HUMID,40-50,RAINY,0.2,0.775736797,4,2,3,1
MAIZE,HUMID,HUMID,40-50,RAINY,0.3,0.713881641,7,3,3,1
MAIZE,WET,HUMID,40-50,NORMAL,4.44,0.906242722,7,2,1,1
ONION,HUMID,SEMI ARID,40-50,NORMAL,7.375,0.122705153,4,3,1,3
MUSTARD,HUMID,SEMI ARID,13-20,RAINY,0.2,0.766264174,11,3,3,3
WHEAT,WET,SEMI HUMID,40-50,RAINY,0.8,0.146147978,8,2,3,2
SUGARCANE,WET,HUMID,20-30,WINDY,4.48,0.901595201,10,2,2,1
SOYABEAN,HUMID,DESERT,20-30,RAINY,0.8,0.362932162,3,3,3,4
MUSTARD,WET,SEMI ARID,20-30,NORMAL,4.06,0.230512641,11,2,1,3
TOMATO,DRY,SEMI ARID,40-50,SUNNY,10.08,0.033029686,1,1,4,3
SUGARCANE,HUMID,SEMI HUMID,30-40,SUNNY,9.4,0.714267644,10,3,4,2
MAIZE,WET,HUMID,20-30,NORMAL,2.44,0.620413612,7,2,1,1
MUSTARD,DRY,DESERT,40-50,NORMAL,9.12,0.688040757,11,1,1,4
BANANA,WET,SEMI HUMID,13-20,NORMAL,3.345,0.144723533,13,2,1,2
BEAN,WET,SEMI HUMID,13-20,WINDY,3.6,0.109188304,15,2,2,2
MAIZE,HUMID,SEMI ARID,30-40,WINDY,7.14,0.990210858,7,3,2,3
WHEAT,DRY,SEMI HUMID,40-50,NORMAL,11.35,0.008083231,8,1,1,2
MAIZE,DRY,DESERT,20-30,SUNNY,8.62,0.318992687,7,1,4,4
MUSTARD,HUMID,HUMID,20-30,WINDY,4.52,0.718617583,11,3,2,1
CITRUS,WET,SEMI HUMID,13-20,RAINY,0.1,0.374103801,6,2,3,2
TOMATO,HUMID,HUMID,13-20,RAINY,0.1,0.117142076,1,3,3,1
RICE,DRY,SEMI HUMID,20-30,WINDY,15.5,0.562142115,9,1,2,2
SUGARCANE,HUMID,SEMI HUMID,20-30,NORMAL,6.8,0.966226148,10,3,1,2
ONION,DRY,HUMID,30-40,NORMAL,5.75,0.856033417,4,1,1,1
MUSTARD,DRY,HUMID,13-20,NORMAL,3.96,0.332617436,11,1,1,1
MAIZE,HUMID,SEMI ARID,13-20,SUNNY,5.64,0.444207414,7,3,4,3
MELON,WET,SEMI ARID,20-30,WINDY,5.06,0.505408552,2,2,2,3
CABBAGE,WET,HUMID,40-50,SUNNY,5.83,0.02894317,14,2,4,1
SUGARCANE,DRY,HUMID,30-40,WINDY,9.85,0.006765154,10,1,2,1
TOMATO,HUMID,HUMID,20-30,NORMAL,3.52,0.114562223,1,3,1,1
RICE,HUMID,SEMI ARID,13-20,SUNNY,13,0.3472379,9,3,4,3
POTATO,HUMID,DESERT,20-30,WINDY,8.7,0.682890274,12,3,2,4
COTTON,WET,SEMI HUMID,30-40,RAINY,0.2,0.557047085,5,2,3,2
MELON,WET,HUMID,20-30,RAINY,0.1,0.308904989,2,2,3,1
WHEAT,DRY,HUMID,40-50,SUNNY,11.2,0.385842397,8,1,4,1
MELON,HUMID,HUMID,20-30,RAINY,0.1,0.158793877,2,3,3,1
MUSTARD,DRY,HUMID,20-30,NORMAL,4.96,0.783276822,11,1,1,1
CITRUS,DRY,SEMI HUMID,30-40,WINDY,7.2,0.177701245,6,1,2,2
SUGARCANE,WET,DESERT,30-40,WINDY,9.3,0.249154229,10,2,2,4
BANANA,WET,SEMI HUMID,13-20,WINDY,4.4,0.325366847,13,2,2,2
MUSTARD,HUMID,SEMI HUMID,40-50,RAINY,0.5,0.667806631,11,3,3,2
ONION,HUMID,HUMID,13-20,RAINY,3.25,0.765353039,4,3,3,1
TOMATO,DRY,SEMI ARID,13-20,NORMAL,5.58,0.613692522,1,1,1,3
TOMATO,DRY,HUMID,13-20,SUNNY,5.46,0.043937036,1,1,4,1
CITRUS,DRY,SEMI HUMID,40-50,SUNNY,9,0.023709105,6,1,4,2
POTATO,HUMID,DESERT,30-40,RAINY,0.7,0.980991632,12,3,3,4
TOMATO,HUMID,DESERT,40-50,NORMAL,7.68,0.864934388,1,3,1,4
SUGARCANE,HUMID,SEMI HUMID,13-20,SUNNY,7.38,0.059177902,10,3,4,2
BEAN,WET,HUMID,30-40,RAINY,0.1,0.021136098,15,2,3,1
BEAN,HUMID,HUMID,20-30,WINDY,4.7,0.853077946,15,3,2,1
WHEAT,WET,SEMI ARID,13-20,NORMAL,5.3,0.79089537,8,2,1,3
TOMATO,DRY,SEMI HUMID,20-30,SUNNY,7.36,0.556107753,1,1,4,2
WHEAT,HUMID,DESERT,13-20,NORMAL,8.06,0.439201812,8,3,1,4
COTTON,WET,DESERT,13-20,WINDY,6.15,0.114258372,5,2,2,4
CABBAGE,DRY,HUMID,30-40,RAINY,0.2,0.589294975,14,1,3,1
CABBAGE,WET,DESERT,30-40,SUNNY,6.8,0.567731109,14,2,4,4
COTTON,HUMID,SEMI ARID,40-50,NORMAL,8.92,0.841565484,5,3,1,3
TOMATO,DRY,HUMID,40-50,WINDY,7.96,0.65188223,1,1,2,1
WHEAT,DRY,SEMI ARID,20-30,WINDY,11.7,0.210103508,8,1,2,3
CABBAGE,WET,DESERT,20-30,SUNNY,5.8,0.942529987,14,2,4,4
SUGARCANE,HUMID,SEMI ARID,20-30,NORMAL,8.1,0.940818371,10,3,1,3
RICE,WET,HUMID,30-40,SUNNY,7.5,0.828508739,9,2,4,1
MUSTARD,HUMID,DESERT,30-40,WINDY,7.68,0.378869985,11,3,2,4
BEAN,DRY,SEMI HUMID,13-20,NORMAL,5.53,0.295361027,15,1,1,2
RICE,DRY,HUMID,40-50,SUNNY,15.5,0.143555915,9,1,4,1
BANANA,DRY,SEMI HUMID,13-20,NORMAL,6.95,0.249951704,13,1,1,2
MUSTARD,DRY,SEMI ARID,30-40,RAINY,0.8,0.443258911,11,1,3,3
MELON,WET,SEMI ARID,13-20,NORMAL,3.06,0.743833234,2,2,1,3
MELON,DRY,SEMI ARID,30-40,NORMAL,7.58,0.073509319,2,1,1,3
WHEAT,DRY,SEMI ARID,30-40,WINDY,12.6,0.070939858,8,1,2,3
ONION,HUMID,SEMI HUMID,13-20,SUNNY,3.375,0.972170013,4,3,4,2
RICE,WET,DESERT,40-50,SUNNY,14.5,0.170334497,9,2,4,4
POTATO,DRY,DESERT,30-40,NORMAL,10.7,0.669203651,12,1,1,4
MUSTARD,HUMID,HUMID,13-20,SUNNY,4.02,0.158438213,11,3,4,1
MAIZE,HUMID,SEMI ARID,30-40,SUNNY,7.64,0.353869957,7,3,4,3
BEAN,DRY,SEMI HUMID,30-40,RAINY,0.8,0.834921857,15,1,3,2
CABBAGE,DRY,SEMI HUMID,20-30,WINDY,6.3,0.133801387,14,1,2,2
MUSTARD,WET,SEMI HUMID,20-30,RAINY,0.1,0.043876328,11,2,3,2
WHEAT,WET,DESERT,20-30,NORMAL,7.2,0.652741607,8,2,1,4
POTATO,DRY,HUMID,40-50,WINDY,9.5,0.712823613,12,1,2,1
MELON,HUMID,DESERT,40-50,SUNNY,9.18,0.779755506,2,3,4,4
COTTON,DRY,HUMID,30-40,NORMAL,7.68,0.975313602,5,1,1,1
MELON,HUMID,HUMID,30-40,NORMAL,4.52,0.838331769,2,3,1,1
ONION,WET,HUMID,40-50,NORMAL,4.625,0.033998662,4,2,1,1
BANANA,DRY,DESERT,13-20,RAINY,0.75,0.582244124,13,1,3,4
SUGARCANE,DRY,SEMI HUMID,40-50,NORMAL,11.35,0.246922121,10,1,1,2
RICE,HUMID,DESERT,20-30,SUNNY,15.5,0.292123409,9,3,4,4
BANANA,HUMID,SEMI ARID,20-30,NORMAL,6.92,0.175836743,13,3,1,3
SUGARCANE,HUMID,SEMI ARID,30-40,WINDY,10.2,0.542749628,10,3,2,3
COTTON,DRY,HUMID,13-20,RAINY,0.1,0.896186679,5,1,3,1
POTATO,HUMID,SEMI HUMID,20-30,SUNNY,7,0.777692513,12,3,4,2
POTATO,WET,HUMID,40-50,SUNNY,6.65,0.111517449,12,2,4,1
POTATO,WET,DESERT,13-20,SUNNY,6.95,0.451192558,12,2,4,4
SUGARCANE,HUMID,HUMID,13-20,WINDY,5.34,0.046508938,10,3,2,1
BEAN,HUMID,HUMID,13-20,NORMAL,2.8,0.549350002,15,3,1,1
COTTON,WET,HUMID,20-30,NORMAL,3,0.260057244,5,2,1,1
BEAN,HUMID,DESERT,20-30,SUNNY,7.7,0.099053559,15,3,4,4
SUGARCANE,WET,SEMI HUMID,20-30,SUNNY,6.56,0.469280844,10,2,4,2
RICE,DRY,DESERT,30-40,WINDY,20,0.295233647,9,1,2,4
BANANA,WET,HUMID,30-40,WINDY,5.1,0.030424709,13,2,2,1
RICE,HUMID,SEMI ARID,20-30,NORMAL,12.5,0.489763598,9,3,1,3
MAIZE,WET,HUMID,13-20,RAINY,0.1,0.039889265,7,2,3,1
COTTON,HUMID,SEMI ARID,20-30,WINDY,7.9,0.073819345,5,3,2,3
POTATO,HUMID,HUMID,30-40,NORMAL,5,0.490181742,12,3,1,1
CABBAGE,HUMID,DESERT,30-40,SUNNY,7.7,0.818729871,14,3,4,4
MELON,DRY,SEMI HUMID,30-40,SUNNY,8.36,0.174890253,2,1,4,2
RICE,HUMID,SEMI ARID,30-40,NORMAL,13.5,0.228532933,9,3,1,3
POTATO,DRY,SEMI HUMID,13-20,NORMAL,6.75,0.748737682,12,1,1,2
COTTON,HUMID,SEMI HUMID,40-50,RAINY,0.8,0.9279135,5,3,3,2
TOMATO,DRY,SEMI HUMID,20-30,RAINY,0.3,0.217286043,1,1,3,2
BANANA,HUMID,HUMID,30-40,SUNNY,6.5,0.155471279,13,3,4,1
CABBAGE,WET,SEMI HUMID,13-20,NORMAL,2.16,0.599002347,14,2,1,2
MUSTARD,HUMID,HUMID,40-50,NORMAL,5.52,0.65070912,11,3,1,1
POTATO,WET,DESERT,40-50,WINDY,9.15,0.341045034,12,2,2,4
CABBAGE,HUMID,DESERT,13-20,SUNNY,5.7,0.063832347,14,3,4,4
RICE,DRY,HUMID,30-40,NORMAL,13,0.690292724,9,1,1,1
MELON,HUMID,SEMI HUMID,30-40,RAINY,0.3,0.463074855,2,3,3,2
TOMATO,DRY,SEMI HUMID,20-30,NORMAL,5.86,0.964860693,1,1,1,2
WHEAT,HUMID,SEMI HUMID,20-30,WINDY,7.8,0.920937278,8,3,2,2
MAIZE,DRY,HUMID,20-30,NORMAL,4.96,0.527048338,7,1,1,1
COTTON,DRY,SEMI ARID,20-30,NORMAL,8.98,0.506401443,5,1,1,3
CITRUS,HUMID,DESERT,20-30,RAINY,0.3,0.013154884,6,3,3,4
ONION,DRY,DESERT,20-30,WINDY,6.25,0.639109084,4,1,2,4
ONION,WET,SEMI HUMID,13-20,RAINY,1.625,0.27095126,4,2,3,2
ONION,HUMID,SEMI ARID,13-20,RAINY,3.875,0.313656629,4,3,3,3
CITRUS,WET,HUMID,30-40,RAINY,0.1,0.532931828,6,2,3,1
COTTON,DRY,SEMI ARID,20-30,WINDY,9.7,0.67437354,5,1,2,3
WHEAT,HUMID,SEMI ARID,20-30,RAINY,0.1,0.415980904,8,3,3,3
MUSTARD,HUMID,HUMID,20-30,NORMAL,3.52,0.520861822,11,3,1,1
CITRUS,WET,DESERT,13-20,WINDY,4.3,0.628751368,6,2,2,4
RICE,DRY,SEMI ARID,13-20,RAINY,7.5,0.42625265,9,1,3,3
COTTON,DRY,HUMID,30-40,WINDY,8.6,0.699445051,5,1,2,1
MUSTARD,HUMID,SEMI ARID,13-20,NORMAL,4.14,0.940014329,11,3,1,3
BEAN,DRY,DESERT,40-50,RAINY,1.95,0.465809468,15,1,3,4
SOYABEAN,WET,DESERT,13-20,NORMAL,4.1,0.973116142,3,2,1,4
MUSTARD,HUMID,SEMI HUMID,13-20,SUNNY,4.92,0.256253994,11,3,4,2
BANANA,WET,SEMI ARID,13-20,SUNNY,5.87,0.534585443,13,2,4,3
BEAN,WET,HUMID,40-50,SUNNY,6.1,0.017423195,15,2,4,1
SOYABEAN,HUMID,DESERT,30-40,SUNNY,8.9,0.510562918,3,3,4,4
CITRUS,HUMID,SEMI ARID,40-50,WINDY,7.6,0.985541653,6,3,2,3
POTATO,DRY,SEMI HUMID,30-40,WINDY,9.8,0.787660588,12,1,2,2
MELON,HUMID,DESERT,30-40,SUNNY,8.18,0.462074463,2,3,4,4
RICE,WET,SEMI ARID,13-20,WINDY,9.5,0.023683005,9,2,2,3
BEAN,DRY,HUMID,13-20,RAINY,0.1,0.951753222,15,1,3,1
ONION,HUMID,DESERT,13-20,SUNNY,3.25,0.331277678,4,3,4,4
POTATO,DRY,DESERT,20-30,NORMAL,9.5,0.84847556,12,1,1,4
TOMATO,DRY,HUMID,30-40,NORMAL,5.96,0.946903284,1,1,1,1
BEAN,HUMID,DESERT,40-50,WINDY,7.35,0.682202415,15,3,2,4
SOYABEAN,WET,DESERT,20-30,NORMAL,5.1,0.269261794,3,2,1,4
CABBAGE,WET,SEMI ARID,30-40,SUNNY,6.33,0.273402649,14,2,4,3
MUSTARD,HUMID,DESERT,40-50,RAINY,0.8,0.527520286,11,3,3,4
MAIZE,HUMID,SEMI ARID,20-30,WINDY,6.14,0.343214263,7,3,2,3
BANANA,WET,HUMID,20-30,RAINY,0.1,0.100283528,13,2,3,1
POTATO,WET,DESERT,30-40,NORMAL,7.15,0.857933681,12,2,1,4
COTTON,WET,HUMID,30-40,RAINY,0.1,0.741216199,5,2,3,1
CABBAGE,WET,DESERT,40-50,SUNNY,7.8,0.568095045,14,2,4,4
WHEAT,WET,DESERT,30-40,SUNNY,9.8,0.494879774,8,2,4,4
MELON,WET,DESERT,20-30,NORMAL,4.6,0.066684785,2,2,1,4
SUGARCANE,HUMID,DESERT,13-20,RAINY,0.1,0.913911346,10,3,3,4
BEAN,DRY,DESERT,30-40,SUNNY,10.3,0.785825692,15,1,4,4
TOMATO,HUMID,HUMID,30-40,SUNNY,6.02,0.278832134,1,3,4,1
POTATO,DRY,HUMID,20-30,NORMAL,6.5,0.389083995,12,1,1,1
MUSTARD,HUMID,DESERT,30-40,SUNNY,8.18,0.555605856,11,3,4,4
SUGARCANE,HUMID,SEMI HUMID,30-40,NORMAL,7.9,0.879908157,10,3,1,2
POTATO,HUMID,SEMI ARID,30-40,NORMAL,7.7,0.151713146,12,3,1,3
COTTON,WET,SEMI HUMID,40-50,WINDY,7.5,0.965183221,5,2,2,2
POTATO,WET,DESERT,13-20,RAINY,0.3,0.065216671,12,2,3,4
ONION,DRY,HUMID,13-20,SUNNY,0.1,0.923979961,4,1,4,1
BANANA,WET,SEMI HUMID,20-30,RAINY,0.1,0.965070347,13,2,3,2
POTATO,HUMID,SEMI HUMID,13-20,RAINY,0.2,0.267090662,12,3,3,2
BEAN,DRY,DESERT,40-50,SUNNY,11.45,0.079417283,15,1,4,4
ONION,WET,DESERT,13-20,WINDY,3.5,0.615510018,4,2,2,4
COTTON,WET,SEMI ARID,40-50,WINDY,8.2,0.695219978,5,2,2,3
TOMATO,HUMID,DESERT,30-40,RAINY,0.5,0.929432456,1,3,3,4
CABBAGE,WET,SEMI HUMID,13-20,WINDY,3.16,0.431803467,14,2,2,2
MAIZE,DRY,DESERT,13-20,SUNNY,7.62,0.103472996,7,1,4,4
SUGARCANE,WET,DESERT,20-30,SUNNY,8.7,0.604526907,10,2,4,4
MAIZE,WET,DESERT,13-20,NORMAL,3.6,0.801482275,7,2,1,4
BANANA,DRY,SEMI ARID,30-40,SUNNY,11.4,0.507899661,13,1,4,3
MUSTARD,HUMID,SEMI ARID,20-30,WINDY,6.14,0.304582314,11,3,2,3
WHEAT,HUMID,HUMID,30-40,NORMAL,6.35,0.890659939,8,3,1,1
ONION,WET,HUMID,20-30,RAINY,0.1,0.769040375,4,2,3,1
POTATO,WET,HUMID,30-40,SUNNY,5.6,0.675506103,12,2,4,1
CABBAGE,HUMID,SEMI HUMID,30-40,SUNNY,6.6,0.396785659,14,3,4,2
SOYABEAN,DRY,HUMID,30-40,NORMAL,6.5,0.909899291,3,1,1,1
SOYABEAN,HUMID,SEMI ARID,40-50,WINDY,8.9,0.528793847,3,3,2,3
SOYABEAN,HUMID,HUMID,40-50,NORMAL,5.8,0.293993181,3,3,1,1
CABBAGE,HUMID,SEMI HUMID,20-30,WINDY,5.2,0.52385773,14,3,2,2
WHEAT,WET,DESERT,20-30,SUNNY,8.7,0.425122818,8,2,4,4
CABBAGE,WET,SEMI ARID,30-40,NORMAL,4.83,0.366015051,14,2,1,3
SUGARCANE,WET,SEMI HUMID,40-50,WINDY,8.05,0.4394476,10,2,2,2
SUGARCANE,DRY,HUMID,13-20,NORMAL,6.9,0.921062437,10,1,1,1
RICE,WET,DESERT,20-30,SUNNY,12.5,0.550689953,9,2,4,4
MAIZE,HUMID,DESERT,13-20,SUNNY,6.18,0.638360843,7,3,4,4
BEAN,HUMID,DESERT,13-20,SUNNY,6.83,0.065697682,15,3,4,4
CABBAGE,DRY,SEMI HUMID,40-50,NORMAL,7.5,0.377309471,14,1,1,2
COTTON,HUMID,SEMI ARID,13-20,WINDY,6.9,0.57916978,5,3,2,3
BANANA,WET,DESERT,40-50,SUNNY,9.65,0.102176693,13,2,4,4
